run,round,ret_acc,ret_accept,ret_post_k
standard_eps1_0,49,0.5904761904761906,0.8064516129032259,0.7342914293547845
standard_eps1_0,50,0.9935897435897437,0.8387096774193548,0.8105273933918046
strong_eps0_5,1,1.0625,1.0,1.0193472035503364
strong_eps0_5,2,1.0,1.0,1.0164553813313761
strong_eps0_5,3,0.9629629629629631,1.0384615384615385,1.029772755561053
strong_eps0_5,4,0.8641975308641975,0.9642857142857142,0.98757494623822
strong_eps0_5,5,1.352785145888594,0.9666666666666666,1.2059813060370679
strong_eps0_5,6,0.875,0.9285714285714285,1.144007440954845
strong_eps0_5,7,0.6403162055335968,0.8518518518518519,0.9942512676304407
strong_eps0_5,8,0.8893280632411068,0.9199999999999999,1.0247461544626264
strong_eps0_5,9,0.9629629629629629,1.0384615384615385,0.9831307701295846
strong_eps0_5,10,0.6403162055335968,0.8518518518518519,0.7772308272987776
strong_eps0_5,11,1.2173913043478262,0.9583333333333334,1.0332764722518253
strong_eps0_5,12,0.5384615384615384,1.0,0.8460510429906968
strong_eps0_5,13,0.6136363636363636,0.8148148148148148,0.8416680120056514
strong_eps0_5,14,0.4727272727272727,0.8461538461538461,0.5926429403359454
strong_eps0_5,15,0.9538461538461539,0.8064516129032259,0.8614382776742053
strong_eps0_5,16,1.3866666666666667,0.9615384615384617,1.2661901087176555
strong_eps0_5,17,0.9604743083003954,0.8518518518518519,1.359910514403826
strong_eps0_5,18,1.0338461538461539,0.8928571428571429,1.422534551423723
strong_eps0_5,19,0.9891304347826086,0.8214285714285714,1.2537779264651399
strong_eps0_5,20,1.074074074074074,0.9310344827586208,1.2442153719696032
strong_eps0_5,21,0.9692307692307692,0.9285714285714285,1.0117314247637144
strong_eps0_5,22,1.4685314685314683,0.9285714285714285,1.4910976632665558
strong_eps0_5,23,1.0807453416149067,0.7931034482758621,1.391218067966318
strong_eps0_5,24,1.037037037037037,0.9642857142857142,1.2398715095801158
strong_eps0_5,25,0.7161803713527851,0.9666666666666666,0.8368577752760138
strong_eps0_5,26,1.6091954022988506,1.0357142857142856,1.3737205740963097
strong_eps0_5,27,1.1111111111111112,1.0,1.4112890405834668
strong_eps0_5,28,0.7518518518518519,1.0344827586206897,0.9156231138813118
strong_eps0_5,29,0.8296296296296296,0.9642857142857142,0.8177607958155435
strong_eps0_5,30,1.0862068965517242,1.074074074074074,0.884253656898485
strong_eps0_5,31,0.6481481481481481,0.9642857142857142,0.5338797903510045
strong_eps0_5,32,0.8620689655172414,1.16,0.4949098429398762
strong_eps0_5,33,0.7777777777777777,1.0714285714285714,0.5931305417768845
strong_eps0_5,34,1.0416666666666665,0.96,0.8238534021342727
strong_eps0_5,35,0.8496732026143791,1.0384615384615385,0.7925882857433891
strong_eps0_5,36,0.7604938271604939,0.9642857142857142,0.757863933940301
strong_eps0_5,37,1.125,1.0666666666666667,0.8842040628500512
strong_eps0_5,38,0.8644501278772377,0.8846153846153847,0.8825273804955326
strong_eps0_5,39,1.1910669975186106,0.9687500000000001,1.1236063857685397
strong_eps0_5,40,1.1941176470588235,1.0344827586206897,1.2994797967686378
strong_eps0_5,41,0.6428571428571428,1.0,1.0605284316831323
strong_eps0_5,42,1.0101010101010102,0.9,1.0007960809387892
strong_eps0_5,43,0.9404388714733544,0.9666666666666666,1.053650733330196
strong_eps0_5,44,1.111111111111111,1.0,1.1053627596919149
strong_eps0_5,45,0.6274509803921569,0.84375,0.859896877932855
strong_eps0_5,46,1.0714285714285714,0.8666666666666666,0.951520629268342
strong_eps0_5,47,0.7983870967741935,0.9393939393939394,0.843607969103914
strong_eps0_5,48,1.171111111111111,0.9677419354838709,0.9584870679955457
strong_eps0_5,49,0.8653530377668308,0.9354838709677418,0.9001323409727168
strong_eps0_5,50,1.2055555555555557,0.9677419354838709,1.0856750319994
locked_eps0_2,1,1.0,1.0,0.9993235871977253
locked_eps0_2,2,1.0526315789473684,1.0,1.0281791527150979
locked_eps0_2,3,1.0271604938271606,1.0384615384615385,1.0357106588586542
locked_eps0_2,4,0.9166666666666667,1.0,1.0553979813217917
locked_eps0_2,5,1.352785145888594,0.9666666666666666,1.2042696745108685
locked_eps0_2,6,0.9655172413793104,1.0357142857142856,1.101004956629186
locked_eps0_2,7,0.8496503496503497,0.9629629629629629,0.989720492833426
locked_eps0_2,8,0.7305194805194806,1.1199999999999999,0.796677896569856
locked_eps0_2,9,1.1538461538461537,1.0,0.9722663940052171
locked_eps0_2,10,0.8766233766233766,1.0370370370370372,0.8905496126840378
locked_eps0_2,11,1.0,1.1666666666666667,1.0024926947829418
locked_eps0_2,12,0.8888888888888888,1.0384615384615385,0.9837763237640239
locked_eps0_2,13,0.5785714285714286,1.0370370370370372,0.8243635883590371
locked_eps0_2,14,1.2999999999999998,1.076923076923077,1.1630944697214096
locked_eps0_2,15,0.96875,1.032258064516129,0.9458589445945058
locked_eps0_2,16,1.0592592592592591,1.153846153846154,0.9765478558231364
locked_eps0_2,17,0.5335968379446641,0.8518518518518519,0.7923723893559069
locked_eps0_2,18,0.6153846153846153,1.0,0.6572125208662497
locked_eps0_2,19,0.9800000000000001,0.8928571428571429,0.8014758930378855
locked_eps0_2,20,1.4320987654320987,0.9310344827586208,1.1411952385718869
locked_eps0_2,21,1.3,1.0,1.226840407302602
locked_eps0_2,22,1.141065830721003,1.0357142857142856,1.263550152034225
locked_eps0_2,23,0.7595238095238095,1.0344827586206897,0.8564432830671213
locked_eps0_2,24,0.7427055702917772,1.0357142857142856,0.6754637900545611
locked_eps0_2,25,0.967741935483871,1.0333333333333334,0.8321198372230353
locked_eps0_2,26,1.2444444444444445,1.0714285714285714,0.8982861727291913
locked_eps0_2,27,1.288888888888889,1.0344827586206897,1.2069452838447383
locked_eps0_2,28,0.8315412186379928,1.0689655172413794,0.9094799904876855
locked_eps0_2,29,1.3066666666666666,1.0714285714285714,1.253477470052241
locked_eps0_2,30,0.5833333333333334,1.0,0.5880166424405718
locked_eps0_2,31,0.875,1.0,0.7286095795246978
locked_eps0_2,32,0.9482758620689654,1.16,0.8515060933693792
locked_eps0_2,33,0.9572649572649572,0.9285714285714285,0.8406734914173813
locked_eps0_2,34,1.3468013468013467,1.0799999999999998,1.3147857088333137
locked_eps0_2,35,0.9176470588235294,1.153846153846154,1.0977472635087138
locked_eps0_2,36,0.9706666666666667,0.8928571428571429,1.0759689644606882
locked_eps0_2,37,0.7586206896551724,0.9666666666666666,0.8814481743457002
locked_eps0_2,38,1.1470588235294117,0.9230769230769231,0.9900624765996436
locked_eps0_2,39,1.1487179487179486,0.9375,1.111060664028372
locked_eps0_2,40,1.0357142857142858,0.9655172413793105,1.116855146280127
locked_eps0_2,41,0.6912442396313364,1.0333333333333334,0.858138437415836
locked_eps0_2,42,0.6112852664576803,0.9666666666666666,0.6244853001217648
locked_eps0_2,43,1.5835777126099708,1.0333333333333334,1.0663706955397463
locked_eps0_2,44,1.111111111111111,1.0,0.9862951948620905
locked_eps0_2,45,1.1294117647058823,0.9375,1.1222360922182617
locked_eps0_2,46,0.989010989010989,0.8666666666666666,0.9978509264880129
locked_eps0_2,47,0.997983870967742,0.9393939393939394,0.9233614089378082
locked_eps0_2,48,0.9333333333333332,1.0,0.8861599020859882
locked_eps0_2,49,0.8764880952380953,1.032258064516129,0.8249004572148995
locked_eps0_2,50,1.0333333333333334,0.9677419354838709,0.8621095342642897
