run,mode,round,accept_rate,accuracy,pre_knowledge,post_knowledge,delta_knowledge,pre_engagement,post_engagement,delta_engagement
off_open,linucb,13,0.2375,0.10526315789473684,0.18157572690296736,0.13042403968394392,-0.05115168721902344,0.4428674717905932,0.3951797363164594,-0.0476877354741338
off_open,linucb,14,0.2375,0.10526315789473684,0.13042403968394392,0.09254516690641672,-0.0378788727775272,0.3951797363164594,0.36205563537777563,-0.03312410093868379
off_open,linucb,15,0.2,0.1875,0.09254516690641672,0.0793962573779728,-0.013148909528443914,0.36205563537777563,0.3392704503337659,-0.022785185044009726
off_open,linucb,16,0.2,0.5625,0.0793962573779728,0.1298121141502743,0.050415856772301496,0.3392704503337659,0.325662390360201,-0.013608059973564901
off_open,linucb,17,0.2,0.75,0.1298121141502743,0.19297231781819107,0.06316020366791678,0.325662390360201,0.3295599457739259,0.0038975554137248847
off_open,linucb,18,0.2,0.0,0.19297231781819107,0.11435809126836878,-0.0786142265498223,0.3295599457739259,0.26567891537641874,-0.06388103039750714
off_open,linucb,19,0.2,0.125,0.11435809126836878,0.06727282624170046,-0.04708526502666832,0.26567891537641874,0.2479482153616129,-0.01773070001480584
off_open,linucb,20,0.2,0.0,0.06727282624170046,0.00845836600505925,-0.058814460236641206,0.2479482153616129,0.22853605157801096,-0.019412163783601943
off_open,linucb,21,0.2,0.1875,0.00845836600505925,0.021908825966923236,0.013450459961863986,0.22853605157801096,0.23028490782685063,0.0017488562488396642
off_open,linucb,22,0.2,0.4375,0.021908825966923236,0.07556509047721191,0.053656264510288675,0.23028490782685063,0.24657942838960106,0.016294520562750436
off_open,linucb,23,0.2375,0.631578947368421,0.07556509047721191,0.13389468782048394,0.05832959734327203,0.24657942838960106,0.24454437333611748,-0.0020350550534835865
off_open,linucb,24,0.2125,0.23529411764705882,0.13389468782048394,0.08535356875082697,-0.04854111906965697,0.24454437333611748,0.2223810602962703,-0.02216331303984717
off_open,linucb,25,0.2125,0.23529411764705882,0.08535356875082697,0.06799832449792134,-0.017355244252905633,0.2223810602962703,0.2303670460761841,0.007985985779913801
off_open,linucb,26,0.2,0.125,0.06799832449792134,0.054639711812029985,-0.013358612685891356,0.2303670460761841,0.2265876918596092,-0.0037793542165749094
off_open,linucb,27,0.2,0.0625,0.054639711812029985,0.037966377338588105,-0.01667333447344188,0.2265876918596092,0.22143245946489326,-0.005155232394715936
off_open,linucb,28,0.2,0.1875,0.037966377338588105,0.05029724989504962,0.012330872556461515,0.22143245946489326,0.22401613482960508,0.002583675364711824
off_open,linucb,29,0.2,0.125,0.05029724989504962,0.045769262236608474,-0.004527987658441146,0.22401613482960508,0.22612844770707047,0.002112312877465383
off_open,linucb,30,0.2,0.125,0.045769262236608474,0.04854402925811773,0.002774767021509257,0.22612844770707047,0.2331255799737937,0.006997132266723244
off_open,linucb,31,0.2,0.25,0.04854402925811773,0.06726600953196876,0.01872198027385103,0.2331255799737937,0.2321536683705607,-0.0009719116032330111
off_open,linucb,32,0.2,0.5,0.06726600953196876,0.10804638117191996,0.0407803716399512,0.2321536683705607,0.23685914377677866,0.004705475406217963
off_open,linucb,33,0.2,0.375,0.10804638117191996,0.10958142912561256,0.0015350479536925948,0.23685914377677866,0.24463175437709037,0.007772610600311702
off_open,linucb,34,0.2,0.5625,0.10958142912561256,0.13791541943766508,0.028333990312052526,0.24463175437709037,0.24162745447608422,-0.0030042999010061466
off_open,linucb,35,0.2,0.25,0.13791541943766508,0.10729887833177162,-0.030616541105893458,0.24162745447608422,0.24107673155553808,-0.0005507229205461428
off_open,linucb,36,0.2125,0.11764705882352941,0.10729887833177162,0.061748415773265994,-0.04555046255850563,0.24107673155553808,0.22195811580150562,-0.019118615754032453
off_open,linucb,37,0.2,0.0625,0.061748415773265994,0.04454318604460034,-0.01720522972866565,0.22195811580150562,0.22547149996540958,0.0035133841639039542
off_open,linucb,38,0.2,0.0625,0.04454318604460034,0.02828237905599472,-0.016260806988605624,0.22547149996540958,0.223194896323292,-0.0022766036421175695
off_open,linucb,39,0.2375,0.21052631578947367,0.02828237905599472,0.04121262008300834,0.012930241027013623,0.223194896323292,0.2209116104089237,-0.0022832859143682993
off_open,linucb,40,0.2,0.375,0.04121262008300834,0.06564125569994568,0.02442863561693734,0.2209116104089237,0.22942039866009675,0.008508788251173044
off_open,linucb,41,0.2,0.9375,0.06564125569994568,0.1621833712090365,0.09654211550909082,0.22942039866009675,0.25825607925444205,0.028835680594345298
off_open,linucb,42,0.2,0.75,0.1621833712090365,0.22166328382848957,0.05947991261945307,0.25825607925444205,0.2612179903819638,0.0029619111275217547
off_open,linucb,43,0.2,0.625,0.22166328382848957,0.2552573418530035,0.033594058024513956,0.2612179903819638,0.2532258625852581,-0.007992127796705717
off_open,linucb,44,0.2,0.5625,0.2552573418530035,0.2736630674812478,0.018405725628244274,0.2532258625852581,0.2547529587936008,0.0015270962083427375
off_open,linucb,45,0.2,0.6875,0.2736630674812478,0.32513150063406243,0.05146843315281463,0.2547529587936008,0.2632240038380536,0.008471045044452785
off_open,linucb,46,0.2,1.0,0.32513150063406243,0.3993340788372853,0.07420257820322285,0.2632240038380536,0.2907012649190065,0.027477261080952886
off_open,linucb,47,0.2,0.6875,0.3993340788372853,0.40898861063168673,0.009654531794401455,0.2907012649190065,0.28098781050993443,-0.009713454409072064
off_open,linucb,48,0.2,0.3125,0.40898861063168673,0.3491918485929173,-0.059796762038769435,0.28098781050993443,0.24598063945623622,-0.035007171053698216
off_open,linucb,49,0.2,0.5625,0.3491918485929173,0.3348183661792086,-0.014373482413708671,0.24598063945623622,0.24282924051108828,-0.003151398945147932
off_open,linucb,50,0.2,0.3125,0.3348183661792086,0.27892089546376897,-0.05589747071543966,0.24282924051108828,0.24408717775261585,0.0012579372415275625
off_open,als,1,0.35,0.6071428571428571,0.575,0.47773126897781065,-0.0972687310221893,0.675,0.6504285692469246,-0.02457143075307544
off_open,als,2,0.35,0.6071428571428571,0.47773126897781065,0.4069976713115052,-0.07073359766630544,0.6504285692469246,0.6505197634495121,9.119420258751898e-05
off_open,als,3,0.35,0.25,0.4069976713115052,0.24277745564897701,-0.1642202156625282,0.6505197634495121,0.6041771964995186,-0.0463425669499935
off_open,als,4,0.35,0.5,0.24277745564897701,0.23946336168100554,-0.003314093967971471,0.6041771964995186,0.6139480477549091,0.009770851255390456
off_open,als,5,0.3625,0.5517241379310345,0.23946336168100554,0.2576577049043707,0.018194343223365134,0.6139480477549091,0.6078298322997243,-0.006118215455184761
off_open,als,6,0.3625,0.2413793103448276,0.2576577049043707,0.15823155953059007,-0.09942614537378061,0.6078298322997243,0.5741023336278969,-0.03372749867182745
off_open,als,7,0.35,0.25,0.15823155953059007,0.10013952963185613,-0.05809202989873394,0.5741023336278969,0.5466872762179639,-0.027415057409932997
off_open,als,8,0.35,0.32142857142857145,0.10013952963185613,0.08677908465173284,-0.013360444980123287,0.5466872762179639,0.5210377045443499,-0.025649571673613925
off_open,als,9,0.3375,0.5185185185185185,0.08677908465173284,0.12283344495093279,0.03605436029919995,0.5210377045443499,0.5146217157241387,-0.006415988820211216
off_open,als,10,0.325,0.38461538461538464,0.12283344495093279,0.10678078499806368,-0.016052659952869114,0.5146217157241387,0.5177667140045201,0.0031449982803813947
off_open,als,11,0.3375,0.48148148148148145,0.10678078499806368,0.1314863526030992,0.024705567605035533,0.5177667140045201,0.5249144115186188,0.0071476975140987165
off_open,als,12,0.35,0.4642857142857143,0.1314863526030992,0.13285209174152213,0.0013657391384229167,0.5249144115186188,0.5169451904985846,-0.007969221020034278
off_open,als,13,0.3625,0.6896551724137931,0.13285209174152213,0.22105923138651168,0.08820713964498955,0.5169451904985846,0.5344356630923727,0.01749047259378811
off_open,als,14,0.375,0.3333333333333333,0.22105923138651168,0.15761657720901667,-0.063442654177495,0.5344356630923727,0.5093847848083286,-0.025050878284044065
